,label,processed_study,processed_condition
11961,1,capecitabin capecitabine,pri chemotherapy unresect loc adv metast adenocarcinom stomach gastro esoph junct gej prior chemotherapy unresectable locally advance metastatic adenocarcinoma stomach gastro esophageal junction gej
11962,1,bortezomib bortezomib,contigu stag ii adult diffus mix cel lymphom diagnos paty greater_than equal_than grad two periph neuropathy within fourteen day enrol contiguous stage ii adult diffuse mix cell lymphoma diagnosis patient greater_than equal_than grade two peripheral neuropathy within fourteen days enrollment
11963,0,immunoglobulin g immunoglobulin g,malign pancr somatostatinom diagnos select intern rady therapy brachytherapy cyberknife_radiolabeled microsph embol etc malignant pancreatic somatostatinoma diagnosis selective internal radiation therapy brachytherapy cyberknife_radiolabeled microsphere embolization etc
11964,0,lab biomark analys laboratory biomarker analysis,breast cant diagnos hormon receiv stat spec breast cancer diagnosis hormone receptor status specify
11965,1,cyclosporin cyclosporine,recur plasm cel myelom diagnos paty refract anem excess blast raeb receiv myelosuppress chemotherapy induc chemotherapy recurrent plasma cell myeloma diagnosis patients refractory anemia excess blast raeb receive myelosuppressive chemotherapy induction chemotherapy
11966,0,bevacizumab bevacizumab,pancr cant diagnos neg pregn test pancreatic cancer diagnosis negative pregnancy test
11967,1,estradiol seventeen betacyp estradiol seventeen betacypionate,cant diagnos paty act thrombophlebitis cancer diagnosis patients active thrombophlebitis
11968,1,trastuzumab trastuzumab,hertwo posit ear loc adv breast cant diagnos known hypersensit murin protein hertwo positive early locally advance breast cancer diagnosis know hypersensitivity murine proteins
11969,1,cyclindepend kinas inhibit protein cyclindependent kinase inhibitor proteins,adult solid tum diagnos subject uncontrol intercur il includ limit adult solid tumor diagnosis subject uncontrolled intercurrent illness include limit
11970,1,albuminbound paclitaxel albuminbound paclitaxel,pancr cant diagnos consid form system tre pancreatic cancer diagnosis consider form systemic treatment
11971,0,antibody antibodies,stag ii breast cant diagnos creatinin ratio less_than doc twentyfo hour protein stage iiic breast cancer diagnosis creatinine ratio less_than doc twentyfour hour protein
11972,0,cetuximab cetuximab,nasopharyng carcinom diagnos patholog confirm unt npc paty nasopharyngeal carcinoma diagnosis pathologically confirm untreated npc patients
11973,1,adalimumab adalimumab,hepatospl cel lymphom diagnos paty paty hcp unwil particip study hepatosplenic cell lymphoma diagnosis patient patient hcp unwilling participate study
11974,0,prednison prednisone,lymphom diagnos perform stat lymphoma diagnosis performance status
11975,1,leucovorin leucovorin,stag iv rect cant diagnos receiv investig ag within thirty clay pri enrol stage iv rectal cancer diagnosis receive investigational agent within thirty clays prior enrollment
11976,0,vidarabin vidarabine,contigu stag ii adult immunoblast larg cel lymphom diagnos follow diseas permit although diagnos consid approv pcc particip institut paty review commit princip investig contiguous stage ii adult immunoblastic large cell lymphoma diagnosis follow diseases permit although diagnose consider approve pcc participate institution patient review committees principal investigator
11977,0,erlotinib hydrochlorid erlotinib hydrochloride,histolog confirm meas squam cel carcinom vulv assess les vulv meas metast diseas histologically confirm measurable squamous cell carcinoma vulvar assessable lesion vulva measurable metastatic disease
11978,0,thalidomid thalidomide,multipl myelom diagnos see diseas charact pri thalidomid allow receiv less three month therapy recov pri biolog therapy chemotherapy multiple myeloma diagnosis see disease characteristics prior thalidomide allow receive less three months therapy recover prior biologic therapy chemotherapy
11979,0,antibody monoclon antibodies monoclonal,adenosquam cel lung cant diagnos concur ful dos anticoag low molecul weight unfract heparin warfarin adenosquamous cell lung cancer diagnosis concurrent full dose anticoagulants low molecular weight unfractionated heparin warfarin
11980,1,antibody monoclon antibodies monoclonal,follicul vary periph cel lymphom diagnos hist evid opportun infect within six month screening includ tuberculos sev cytomegalovir cmv herpet infect dissemin herp herp encephalit ophthalm herp follicular variant peripheral cell lymphoma diagnosis history evidence opportunistic infection within six months screen include tuberculosis severe cytomegalovirus cmv herpetic infections disseminate herpes herpes encephalitis ophthalmic herpes
11981,1,everolim everolimus,stag iv mucoepidermoid carcinom or cav diagnos hist allerg react attribut compound simil chem biolog composit ag us study stage iv mucoepidermoid carcinoma oral cavity diagnosis history allergic reactions attribute compound similar chemical biologic composition agents use study
11982,1,doxorubicin doxorubicin,burkit lymphom diagnos system infect requir iv antibiot therapy within fourteen day prec first dos study drug sev infect burkitt lymphoma diagnosis systemic infection require iv antibiotic therapy within fourteen days precede first dose study drug severe infection
11983,0,bortezomib bortezomib,stag iiib non smal cel lung cant diagnos absolv neutrophil count greater_than on fiv hundr mm three stage iiib non small cell lung cancer diagnosis absolute neutrophil count greater_than one five hundred mm three
11984,0,carboplatin carboplatin,recur melanom diagnos pri radiotherapy greater_than twentyf bon marrow recurrent melanoma diagnosis prior radiotherapy greater_than twentyfive bone marrow
11985,1,medroxyprogesteron medroxyprogesterone,adv persist recur endomet cant diagnos st advance persistent recurrent endometrial cancer diagnosis st
11986,0,antibody monoclon antibodies monoclonal,multipl myelom diagnos fem must agr abstain breastfee study particip twentyeight day study drug discontinu multiple myeloma diagnosis females must agree abstain breastfeed study participation twentyeight days study drug discontinuation
11987,0,pv10 ros beng disod ten pv10 rise bengal disodium ten,melanom diagnos ren funct melanoma diagnosis renal function
11988,0,fludarabin fludarabine,recur child hodgkin lymphom diagnos filgrastim csf mobl periph blood mononuclear cel pbmc permit hsc_source protocol recurrent childhood hodgkin lymphoma diagnosis filgrastim csf mobilize peripheral blood mononuclear cell pbmc permit hsc_source protocol
11989,1,niacinamid niacinamide,sal gland squam cel carcinom diagnos ketoconazol itraconazol ritonavir cyclosporin carbamazepin phenytoin phenobarbit produc contain grapefruit juic allow study salivary gland squamous cell carcinoma diagnosis ketoconazole itraconazole ritonavir cyclosporine carbamazepine phenytoin phenobarbital products contain grapefruit juice allow study
11990,1,fludarabin phosph fludarabine phosphate,stag ii smal lymphocys lymphom diagnos whol brain thirty gy enrol paty prevy receiv high allow dos rady smal volum lung liv brain determin discret rady oncolog study stage iii small lymphocytic lymphoma diagnosis whole brain thirty gy enrollment patients previously receive higher allow dose radiation small volume lungs liver brain determine discretion radiation oncologist study
11991,0,antibody monoclon antibodies monoclonal,stag iic colon cant diagnos paty must cons study must sign dat irb approv cons form conform fed institut guidelin stage iic colon cancer diagnosis patients must consent study must sign date irb approve consent form conform federal institutional guidelines
11992,1,etoposid etoposide,adv solid tum diagnos radiotherapy exceiv pal reason endocrin therapy immunotherapy chemotherapy prevy four week six week nitrosourea mitomycin four week investig medicin produc less four drug half liv whichev gre first dos study drug advance solid tumor diagnosis radiotherapy except palliative reason endocrine therapy immunotherapy chemotherapy previous four weeks six weeks nitrosoureas mitomycin four weeks investigational medicinal products less four drug half live whichever greater first dose study drug
11993,1,comput tomograph compute tomography,cant surv diagnos cur clin evid mod sev obstruct pulmon diseas react airway diseas cancer survivor diagnosis current clinical evidence moderate severe obstructive pulmonary disease reactive airway diseases
11994,0,tacrolim tacrolimus,multipl myelom plasm cel neoplasm diagnos see diseas charact endocrin therapy multiple myeloma plasma cell neoplasm diagnosis see disease characteristics endocrine therapy
11995,0,prednisolon hemisuccin prednisolone hemisuccinate,recur child larg cel lymphom diagnos known hypersensit etanerceiv recurrent childhood large cell lymphoma diagnosis know hypersensitivity etanercept
11996,0,bevacizumab bevacizumab,recur rect cant diagnos absolv neutrophil count greater_than equal_than on thousand fiv hundr ul recurrent rectal cancer diagnosis absolute neutrophil count greater_than equal_than one thousand five hundred ul
11997,1,antibody monoclon antibodies monoclonal,recur lymphoblast lymphom diagnos intrathec intraventricul therapy recurrent lymphoblastic lymphoma diagnosis intrathecal intraventricular therapy
11998,0,vorinost vorinostat,colorect cant diagnos paty must receiv least on pri chemotherapy regim adv diseas colorectal cancer diagnosis patients must receive least one prior chemotherapy regimen advance disease
11999,0,freund adjuv freund adjuvant,ov cant diagnos four week sint pri particip investig study ovarian cancer diagnosis four weeks since prior participation investigational study
